,0
1184,The MLE may be on the boundary of the parameter space.
1185,The MLE may be on the boundary of the parameter space.
1186,Maximum Likelihood optimization failed to converge. Check mle_retvals
1187,Retrying MixedLM optimization with lbfgs
1188,The MLE may be on the boundary of the parameter space.
1189,Maximum Likelihood optimization failed to converge. Check mle_retvals
1190,Retrying MixedLM optimization with lbfgs
1191,The MLE may be on the boundary of the parameter space.
1192,Maximum Likelihood optimization failed to converge. Check mle_retvals
1193,Retrying MixedLM optimization with lbfgs
1194,The MLE may be on the boundary of the parameter space.
1195,Maximum Likelihood optimization failed to converge. Check mle_retvals
1196,Retrying MixedLM optimization with lbfgs
1197,The MLE may be on the boundary of the parameter space.
1198,Maximum Likelihood optimization failed to converge. Check mle_retvals
1199,Retrying MixedLM optimization with lbfgs
1200,The MLE may be on the boundary of the parameter space.
1201,Maximum Likelihood optimization failed to converge. Check mle_retvals
1202,Retrying MixedLM optimization with lbfgs
1203,The MLE may be on the boundary of the parameter space.
1204,Maximum Likelihood optimization failed to converge. Check mle_retvals
1205,Retrying MixedLM optimization with lbfgs
1206,The MLE may be on the boundary of the parameter space.
1207,Maximum Likelihood optimization failed to converge. Check mle_retvals
1208,Retrying MixedLM optimization with lbfgs
1209,The MLE may be on the boundary of the parameter space.
1210,Maximum Likelihood optimization failed to converge. Check mle_retvals
1211,Retrying MixedLM optimization with lbfgs
1212,The MLE may be on the boundary of the parameter space.
1213,Maximum Likelihood optimization failed to converge. Check mle_retvals
1214,Retrying MixedLM optimization with lbfgs
1215,The MLE may be on the boundary of the parameter space.
1216,Maximum Likelihood optimization failed to converge. Check mle_retvals
1217,Retrying MixedLM optimization with lbfgs
1218,The MLE may be on the boundary of the parameter space.
1219,Maximum Likelihood optimization failed to converge. Check mle_retvals
1220,Retrying MixedLM optimization with lbfgs
1221,The MLE may be on the boundary of the parameter space.
1222,Maximum Likelihood optimization failed to converge. Check mle_retvals
1223,Retrying MixedLM optimization with lbfgs
1224,The MLE may be on the boundary of the parameter space.
1225,Maximum Likelihood optimization failed to converge. Check mle_retvals
1226,Retrying MixedLM optimization with lbfgs
1227,The MLE may be on the boundary of the parameter space.
1228,Maximum Likelihood optimization failed to converge. Check mle_retvals
1229,Retrying MixedLM optimization with lbfgs
1230,The MLE may be on the boundary of the parameter space.
1231,Maximum Likelihood optimization failed to converge. Check mle_retvals
1232,Retrying MixedLM optimization with lbfgs
1233,The MLE may be on the boundary of the parameter space.
1234,The MLE may be on the boundary of the parameter space.
1235,Maximum Likelihood optimization failed to converge. Check mle_retvals
1236,Retrying MixedLM optimization with lbfgs
1237,The MLE may be on the boundary of the parameter space.
1238,Maximum Likelihood optimization failed to converge. Check mle_retvals
1239,Retrying MixedLM optimization with lbfgs
1240,The MLE may be on the boundary of the parameter space.
1241,The MLE may be on the boundary of the parameter space.
1242,The MLE may be on the boundary of the parameter space.
1243,Maximum Likelihood optimization failed to converge. Check mle_retvals
1244,Retrying MixedLM optimization with lbfgs
1245,The MLE may be on the boundary of the parameter space.
1246,The MLE may be on the boundary of the parameter space.
1247,The MLE may be on the boundary of the parameter space.
1248,Maximum Likelihood optimization failed to converge. Check mle_retvals
1249,Retrying MixedLM optimization with lbfgs
1250,The MLE may be on the boundary of the parameter space.
1251,The MLE may be on the boundary of the parameter space.
1252,Maximum Likelihood optimization failed to converge. Check mle_retvals
1253,Retrying MixedLM optimization with lbfgs
1254,The MLE may be on the boundary of the parameter space.
1255,The MLE may be on the boundary of the parameter space.
1256,Maximum Likelihood optimization failed to converge. Check mle_retvals
1257,Retrying MixedLM optimization with lbfgs
1258,The MLE may be on the boundary of the parameter space.
1259,Maximum Likelihood optimization failed to converge. Check mle_retvals
1260,Retrying MixedLM optimization with lbfgs
1261,The MLE may be on the boundary of the parameter space.
1262,Maximum Likelihood optimization failed to converge. Check mle_retvals
1263,Retrying MixedLM optimization with lbfgs
1264,The MLE may be on the boundary of the parameter space.
1265,The MLE may be on the boundary of the parameter space.
1266,Maximum Likelihood optimization failed to converge. Check mle_retvals
1267,Retrying MixedLM optimization with lbfgs
1268,The MLE may be on the boundary of the parameter space.
1269,Maximum Likelihood optimization failed to converge. Check mle_retvals
1270,Retrying MixedLM optimization with lbfgs
1271,The MLE may be on the boundary of the parameter space.
1272,Maximum Likelihood optimization failed to converge. Check mle_retvals
1273,Retrying MixedLM optimization with lbfgs
1274,The MLE may be on the boundary of the parameter space.
1275,Maximum Likelihood optimization failed to converge. Check mle_retvals
1276,Retrying MixedLM optimization with lbfgs
1277,The MLE may be on the boundary of the parameter space.
1278,Maximum Likelihood optimization failed to converge. Check mle_retvals
1279,Retrying MixedLM optimization with lbfgs
1280,The MLE may be on the boundary of the parameter space.
1281,Maximum Likelihood optimization failed to converge. Check mle_retvals
1282,Retrying MixedLM optimization with lbfgs
1283,The MLE may be on the boundary of the parameter space.
1284,Maximum Likelihood optimization failed to converge. Check mle_retvals
1285,Retrying MixedLM optimization with lbfgs
1286,The MLE may be on the boundary of the parameter space.
1287,Maximum Likelihood optimization failed to converge. Check mle_retvals
1288,Retrying MixedLM optimization with lbfgs
1289,The MLE may be on the boundary of the parameter space.
1290,The MLE may be on the boundary of the parameter space.
1291,Maximum Likelihood optimization failed to converge. Check mle_retvals
1292,Retrying MixedLM optimization with lbfgs
1293,The MLE may be on the boundary of the parameter space.
1294,The MLE may be on the boundary of the parameter space.
1295,Maximum Likelihood optimization failed to converge. Check mle_retvals
1296,Retrying MixedLM optimization with lbfgs
1297,The MLE may be on the boundary of the parameter space.
1298,The MLE may be on the boundary of the parameter space.
1299,The MLE may be on the boundary of the parameter space.
1300,The MLE may be on the boundary of the parameter space.
1301,The MLE may be on the boundary of the parameter space.
1302,The MLE may be on the boundary of the parameter space.
1303,The MLE may be on the boundary of the parameter space.
1304,The MLE may be on the boundary of the parameter space.
1305,Maximum Likelihood optimization failed to converge. Check mle_retvals
1306,Retrying MixedLM optimization with lbfgs
1307,The MLE may be on the boundary of the parameter space.
1308,The MLE may be on the boundary of the parameter space.
1309,The MLE may be on the boundary of the parameter space.
1310,The MLE may be on the boundary of the parameter space.
1311,The MLE may be on the boundary of the parameter space.
1312,The MLE may be on the boundary of the parameter space.
1313,Maximum Likelihood optimization failed to converge. Check mle_retvals
1314,Retrying MixedLM optimization with lbfgs
1315,The MLE may be on the boundary of the parameter space.
1316,Maximum Likelihood optimization failed to converge. Check mle_retvals
1317,Retrying MixedLM optimization with lbfgs
1318,The MLE may be on the boundary of the parameter space.
1319,Maximum Likelihood optimization failed to converge. Check mle_retvals
1320,Retrying MixedLM optimization with lbfgs
1321,The MLE may be on the boundary of the parameter space.
1322,The MLE may be on the boundary of the parameter space.
1323,The MLE may be on the boundary of the parameter space.
1324,Maximum Likelihood optimization failed to converge. Check mle_retvals
1325,Retrying MixedLM optimization with lbfgs
1326,The MLE may be on the boundary of the parameter space.
1327,Maximum Likelihood optimization failed to converge. Check mle_retvals
1328,Retrying MixedLM optimization with lbfgs
1329,The MLE may be on the boundary of the parameter space.
1330,Maximum Likelihood optimization failed to converge. Check mle_retvals
1331,Retrying MixedLM optimization with lbfgs
1332,The MLE may be on the boundary of the parameter space.
1333,Maximum Likelihood optimization failed to converge. Check mle_retvals
1334,Retrying MixedLM optimization with lbfgs
1335,The MLE may be on the boundary of the parameter space.
1336,Maximum Likelihood optimization failed to converge. Check mle_retvals
1337,Retrying MixedLM optimization with lbfgs
1338,The MLE may be on the boundary of the parameter space.
1339,Maximum Likelihood optimization failed to converge. Check mle_retvals
1340,Retrying MixedLM optimization with lbfgs
1341,The MLE may be on the boundary of the parameter space.
1342,Maximum Likelihood optimization failed to converge. Check mle_retvals
1343,Retrying MixedLM optimization with lbfgs
1344,The MLE may be on the boundary of the parameter space.
1345,Maximum Likelihood optimization failed to converge. Check mle_retvals
1346,Retrying MixedLM optimization with lbfgs
1347,The MLE may be on the boundary of the parameter space.
1348,Maximum Likelihood optimization failed to converge. Check mle_retvals
1349,Retrying MixedLM optimization with lbfgs
1350,The MLE may be on the boundary of the parameter space.
1351,Maximum Likelihood optimization failed to converge. Check mle_retvals
1352,Retrying MixedLM optimization with lbfgs
1353,The MLE may be on the boundary of the parameter space.
1354,Maximum Likelihood optimization failed to converge. Check mle_retvals
1355,Retrying MixedLM optimization with lbfgs
1356,The MLE may be on the boundary of the parameter space.
1357,Maximum Likelihood optimization failed to converge. Check mle_retvals
1358,Retrying MixedLM optimization with lbfgs
1359,The MLE may be on the boundary of the parameter space.
1360,Maximum Likelihood optimization failed to converge. Check mle_retvals
1361,Retrying MixedLM optimization with lbfgs
1362,The MLE may be on the boundary of the parameter space.
1363,Maximum Likelihood optimization failed to converge. Check mle_retvals
1364,Retrying MixedLM optimization with lbfgs
1365,The MLE may be on the boundary of the parameter space.
1366,Maximum Likelihood optimization failed to converge. Check mle_retvals
1367,Retrying MixedLM optimization with lbfgs
1368,The MLE may be on the boundary of the parameter space.
1369,Maximum Likelihood optimization failed to converge. Check mle_retvals
1370,Retrying MixedLM optimization with lbfgs
1371,The MLE may be on the boundary of the parameter space.
1372,Maximum Likelihood optimization failed to converge. Check mle_retvals
1373,Retrying MixedLM optimization with lbfgs
1374,The MLE may be on the boundary of the parameter space.
1375,Maximum Likelihood optimization failed to converge. Check mle_retvals
1376,Retrying MixedLM optimization with lbfgs
1377,The MLE may be on the boundary of the parameter space.
1378,Maximum Likelihood optimization failed to converge. Check mle_retvals
1379,Retrying MixedLM optimization with lbfgs
1380,The MLE may be on the boundary of the parameter space.
1381,Maximum Likelihood optimization failed to converge. Check mle_retvals
1382,Retrying MixedLM optimization with lbfgs
1383,The MLE may be on the boundary of the parameter space.
1384,Maximum Likelihood optimization failed to converge. Check mle_retvals
1385,Retrying MixedLM optimization with lbfgs
1386,The MLE may be on the boundary of the parameter space.
1387,Maximum Likelihood optimization failed to converge. Check mle_retvals
1388,Retrying MixedLM optimization with lbfgs
1389,The MLE may be on the boundary of the parameter space.
1390,Maximum Likelihood optimization failed to converge. Check mle_retvals
1391,Retrying MixedLM optimization with lbfgs
1392,The MLE may be on the boundary of the parameter space.
1393,Maximum Likelihood optimization failed to converge. Check mle_retvals
1394,Retrying MixedLM optimization with lbfgs
1395,The MLE may be on the boundary of the parameter space.
1396,Maximum Likelihood optimization failed to converge. Check mle_retvals
1397,Retrying MixedLM optimization with lbfgs
1398,The MLE may be on the boundary of the parameter space.
1399,Maximum Likelihood optimization failed to converge. Check mle_retvals
1400,Retrying MixedLM optimization with lbfgs
1401,The MLE may be on the boundary of the parameter space.
1402,Maximum Likelihood optimization failed to converge. Check mle_retvals
1403,Retrying MixedLM optimization with lbfgs
1404,The MLE may be on the boundary of the parameter space.
1405,Maximum Likelihood optimization failed to converge. Check mle_retvals
1406,Retrying MixedLM optimization with lbfgs
1407,The MLE may be on the boundary of the parameter space.
1408,The MLE may be on the boundary of the parameter space.
1409,The MLE may be on the boundary of the parameter space.
1410,The MLE may be on the boundary of the parameter space.
1411,The MLE may be on the boundary of the parameter space.
1412,The MLE may be on the boundary of the parameter space.
1413,The MLE may be on the boundary of the parameter space.
1414,Maximum Likelihood optimization failed to converge. Check mle_retvals
1415,Retrying MixedLM optimization with lbfgs
1416,The MLE may be on the boundary of the parameter space.
1417,The MLE may be on the boundary of the parameter space.
1418,The MLE may be on the boundary of the parameter space.
1419,The MLE may be on the boundary of the parameter space.
1420,The MLE may be on the boundary of the parameter space.
1421,The MLE may be on the boundary of the parameter space.
1422,Maximum Likelihood optimization failed to converge. Check mle_retvals
1423,Retrying MixedLM optimization with lbfgs
1424,The MLE may be on the boundary of the parameter space.
1425,Maximum Likelihood optimization failed to converge. Check mle_retvals
1426,Retrying MixedLM optimization with lbfgs
1427,The MLE may be on the boundary of the parameter space.
1428,Maximum Likelihood optimization failed to converge. Check mle_retvals
1429,Retrying MixedLM optimization with lbfgs
1430,The MLE may be on the boundary of the parameter space.
1431,The MLE may be on the boundary of the parameter space.
1432,The MLE may be on the boundary of the parameter space.
1433,Maximum Likelihood optimization failed to converge. Check mle_retvals
1434,Retrying MixedLM optimization with lbfgs
1435,The MLE may be on the boundary of the parameter space.
1436,The MLE may be on the boundary of the parameter space.
1437,The MLE may be on the boundary of the parameter space.
1438,Maximum Likelihood optimization failed to converge. Check mle_retvals
1439,Retrying MixedLM optimization with lbfgs
1440,The MLE may be on the boundary of the parameter space.
1441,The MLE may be on the boundary of the parameter space.
1442,Maximum Likelihood optimization failed to converge. Check mle_retvals
1443,Retrying MixedLM optimization with lbfgs
1444,The MLE may be on the boundary of the parameter space.
1445,Maximum Likelihood optimization failed to converge. Check mle_retvals
1446,Retrying MixedLM optimization with lbfgs
1447,The MLE may be on the boundary of the parameter space.
1448,Maximum Likelihood optimization failed to converge. Check mle_retvals
1449,Retrying MixedLM optimization with lbfgs
1450,The MLE may be on the boundary of the parameter space.
1451,Maximum Likelihood optimization failed to converge. Check mle_retvals
1452,Retrying MixedLM optimization with lbfgs
1453,The MLE may be on the boundary of the parameter space.
1454,Maximum Likelihood optimization failed to converge. Check mle_retvals
1455,Retrying MixedLM optimization with lbfgs
1456,The MLE may be on the boundary of the parameter space.
1457,Maximum Likelihood optimization failed to converge. Check mle_retvals
1458,Retrying MixedLM optimization with lbfgs
1459,The MLE may be on the boundary of the parameter space.
1460,Maximum Likelihood optimization failed to converge. Check mle_retvals
1461,Retrying MixedLM optimization with lbfgs
1462,The MLE may be on the boundary of the parameter space.
1463,Maximum Likelihood optimization failed to converge. Check mle_retvals
1464,Retrying MixedLM optimization with lbfgs
1465,The MLE may be on the boundary of the parameter space.
1466,Maximum Likelihood optimization failed to converge. Check mle_retvals
1467,Retrying MixedLM optimization with lbfgs
1468,The MLE may be on the boundary of the parameter space.
1469,Maximum Likelihood optimization failed to converge. Check mle_retvals
1470,Retrying MixedLM optimization with lbfgs
1471,The MLE may be on the boundary of the parameter space.
1472,Maximum Likelihood optimization failed to converge. Check mle_retvals
1473,Retrying MixedLM optimization with lbfgs
1474,The MLE may be on the boundary of the parameter space.
1475,Maximum Likelihood optimization failed to converge. Check mle_retvals
1476,Retrying MixedLM optimization with lbfgs
1477,The MLE may be on the boundary of the parameter space.
1478,Maximum Likelihood optimization failed to converge. Check mle_retvals
1479,Retrying MixedLM optimization with lbfgs
1480,The MLE may be on the boundary of the parameter space.
1481,Maximum Likelihood optimization failed to converge. Check mle_retvals
1482,Retrying MixedLM optimization with lbfgs
1483,The MLE may be on the boundary of the parameter space.
1484,Maximum Likelihood optimization failed to converge. Check mle_retvals
1485,Retrying MixedLM optimization with lbfgs
1486,The MLE may be on the boundary of the parameter space.
1487,Maximum Likelihood optimization failed to converge. Check mle_retvals
1488,Retrying MixedLM optimization with lbfgs
1489,The MLE may be on the boundary of the parameter space.
1490,Maximum Likelihood optimization failed to converge. Check mle_retvals
1491,Retrying MixedLM optimization with lbfgs
1492,The MLE may be on the boundary of the parameter space.
1493,Maximum Likelihood optimization failed to converge. Check mle_retvals
1494,Retrying MixedLM optimization with lbfgs
1495,The MLE may be on the boundary of the parameter space.
1496,Maximum Likelihood optimization failed to converge. Check mle_retvals
1497,Retrying MixedLM optimization with lbfgs
1498,The MLE may be on the boundary of the parameter space.
1499,Maximum Likelihood optimization failed to converge. Check mle_retvals
1500,Retrying MixedLM optimization with lbfgs
1501,The MLE may be on the boundary of the parameter space.
1502,Maximum Likelihood optimization failed to converge. Check mle_retvals
1503,Retrying MixedLM optimization with lbfgs
1504,The MLE may be on the boundary of the parameter space.
1505,Maximum Likelihood optimization failed to converge. Check mle_retvals
1506,Retrying MixedLM optimization with lbfgs
1507,The MLE may be on the boundary of the parameter space.
1508,Maximum Likelihood optimization failed to converge. Check mle_retvals
1509,Retrying MixedLM optimization with lbfgs
1510,The MLE may be on the boundary of the parameter space.
1511,Maximum Likelihood optimization failed to converge. Check mle_retvals
1512,Retrying MixedLM optimization with lbfgs
1513,The MLE may be on the boundary of the parameter space.
1514,Maximum Likelihood optimization failed to converge. Check mle_retvals
1515,Retrying MixedLM optimization with lbfgs
1516,The MLE may be on the boundary of the parameter space.
1517,Maximum Likelihood optimization failed to converge. Check mle_retvals
1518,Retrying MixedLM optimization with lbfgs
1519,The MLE may be on the boundary of the parameter space.
1520,Maximum Likelihood optimization failed to converge. Check mle_retvals
1521,Retrying MixedLM optimization with lbfgs
1522,The MLE may be on the boundary of the parameter space.
1523,Maximum Likelihood optimization failed to converge. Check mle_retvals
1524,Retrying MixedLM optimization with lbfgs
1525,The MLE may be on the boundary of the parameter space.
1526,Maximum Likelihood optimization failed to converge. Check mle_retvals
1527,Retrying MixedLM optimization with lbfgs
1528,The MLE may be on the boundary of the parameter space.
1529,Maximum Likelihood optimization failed to converge. Check mle_retvals
1530,Retrying MixedLM optimization with lbfgs
1531,The MLE may be on the boundary of the parameter space.
1532,Maximum Likelihood optimization failed to converge. Check mle_retvals
1533,Retrying MixedLM optimization with lbfgs
1534,The MLE may be on the boundary of the parameter space.
1535,Maximum Likelihood optimization failed to converge. Check mle_retvals
1536,Retrying MixedLM optimization with lbfgs
1537,The MLE may be on the boundary of the parameter space.
1538,Maximum Likelihood optimization failed to converge. Check mle_retvals
1539,Retrying MixedLM optimization with lbfgs
1540,The MLE may be on the boundary of the parameter space.
1541,Maximum Likelihood optimization failed to converge. Check mle_retvals
1542,Retrying MixedLM optimization with lbfgs
1543,The MLE may be on the boundary of the parameter space.
1544,Maximum Likelihood optimization failed to converge. Check mle_retvals
1545,Retrying MixedLM optimization with lbfgs
1546,The MLE may be on the boundary of the parameter space.
1547,Maximum Likelihood optimization failed to converge. Check mle_retvals
1548,Retrying MixedLM optimization with lbfgs
1549,The MLE may be on the boundary of the parameter space.
1550,Maximum Likelihood optimization failed to converge. Check mle_retvals
1551,Retrying MixedLM optimization with lbfgs
1552,The MLE may be on the boundary of the parameter space.
1553,Maximum Likelihood optimization failed to converge. Check mle_retvals
1554,Retrying MixedLM optimization with lbfgs
1555,The MLE may be on the boundary of the parameter space.
1556,Maximum Likelihood optimization failed to converge. Check mle_retvals
1557,Retrying MixedLM optimization with lbfgs
1558,The MLE may be on the boundary of the parameter space.
1559,The MLE may be on the boundary of the parameter space.
1560,Maximum Likelihood optimization failed to converge. Check mle_retvals
1561,Retrying MixedLM optimization with lbfgs
1562,The MLE may be on the boundary of the parameter space.
1563,Maximum Likelihood optimization failed to converge. Check mle_retvals
1564,Retrying MixedLM optimization with lbfgs
1565,The MLE may be on the boundary of the parameter space.
1566,Maximum Likelihood optimization failed to converge. Check mle_retvals
1567,Retrying MixedLM optimization with lbfgs
1568,The MLE may be on the boundary of the parameter space.
1569,The MLE may be on the boundary of the parameter space.
1570,The MLE may be on the boundary of the parameter space.
1571,Maximum Likelihood optimization failed to converge. Check mle_retvals
1572,Retrying MixedLM optimization with lbfgs
1573,The MLE may be on the boundary of the parameter space.
1574,The MLE may be on the boundary of the parameter space.
1575,The MLE may be on the boundary of the parameter space.
1576,The MLE may be on the boundary of the parameter space.
1577,Maximum Likelihood optimization failed to converge. Check mle_retvals
1578,Retrying MixedLM optimization with lbfgs
1579,The MLE may be on the boundary of the parameter space.
1580,Maximum Likelihood optimization failed to converge. Check mle_retvals
1581,Retrying MixedLM optimization with lbfgs
1582,The MLE may be on the boundary of the parameter space.
1583,Maximum Likelihood optimization failed to converge. Check mle_retvals
1584,Retrying MixedLM optimization with lbfgs
1585,The MLE may be on the boundary of the parameter space.
1586,The MLE may be on the boundary of the parameter space.
1587,Maximum Likelihood optimization failed to converge. Check mle_retvals
1588,Retrying MixedLM optimization with lbfgs
1589,The MLE may be on the boundary of the parameter space.
1590,The MLE may be on the boundary of the parameter space.
1591,Maximum Likelihood optimization failed to converge. Check mle_retvals
1592,Retrying MixedLM optimization with lbfgs
1593,The MLE may be on the boundary of the parameter space.
1594,Maximum Likelihood optimization failed to converge. Check mle_retvals
1595,Retrying MixedLM optimization with lbfgs
1596,The MLE may be on the boundary of the parameter space.
1597,Maximum Likelihood optimization failed to converge. Check mle_retvals
1598,Retrying MixedLM optimization with lbfgs
1599,The MLE may be on the boundary of the parameter space.
1600,Maximum Likelihood optimization failed to converge. Check mle_retvals
1601,Retrying MixedLM optimization with lbfgs
1602,The MLE may be on the boundary of the parameter space.
1603,Maximum Likelihood optimization failed to converge. Check mle_retvals
1604,Retrying MixedLM optimization with lbfgs
1605,The MLE may be on the boundary of the parameter space.
1606,Maximum Likelihood optimization failed to converge. Check mle_retvals
1607,Retrying MixedLM optimization with lbfgs
1608,The MLE may be on the boundary of the parameter space.
1609,Maximum Likelihood optimization failed to converge. Check mle_retvals
1610,Retrying MixedLM optimization with lbfgs
1611,The MLE may be on the boundary of the parameter space.
1612,Maximum Likelihood optimization failed to converge. Check mle_retvals
1613,Retrying MixedLM optimization with lbfgs
1614,The MLE may be on the boundary of the parameter space.
1615,Maximum Likelihood optimization failed to converge. Check mle_retvals
1616,Retrying MixedLM optimization with lbfgs
1617,The MLE may be on the boundary of the parameter space.
1618,Maximum Likelihood optimization failed to converge. Check mle_retvals
1619,Retrying MixedLM optimization with lbfgs
1620,The MLE may be on the boundary of the parameter space.
1621,The MLE may be on the boundary of the parameter space.
1622,Maximum Likelihood optimization failed to converge. Check mle_retvals
1623,Retrying MixedLM optimization with lbfgs
1624,The MLE may be on the boundary of the parameter space.
1625,The MLE may be on the boundary of the parameter space.
1626,Maximum Likelihood optimization failed to converge. Check mle_retvals
1627,Retrying MixedLM optimization with lbfgs
1628,The MLE may be on the boundary of the parameter space.
1629,Maximum Likelihood optimization failed to converge. Check mle_retvals
1630,Retrying MixedLM optimization with lbfgs
1631,The MLE may be on the boundary of the parameter space.
1632,Maximum Likelihood optimization failed to converge. Check mle_retvals
1633,Retrying MixedLM optimization with lbfgs
1634,The MLE may be on the boundary of the parameter space.
1635,Maximum Likelihood optimization failed to converge. Check mle_retvals
1636,Retrying MixedLM optimization with lbfgs
1637,The MLE may be on the boundary of the parameter space.
1638,Maximum Likelihood optimization failed to converge. Check mle_retvals
1639,Retrying MixedLM optimization with lbfgs
1640,The MLE may be on the boundary of the parameter space.
1641,The MLE may be on the boundary of the parameter space.
1642,The MLE may be on the boundary of the parameter space.
1643,The MLE may be on the boundary of the parameter space.
1644,The MLE may be on the boundary of the parameter space.
1645,The MLE may be on the boundary of the parameter space.
1646,Maximum Likelihood optimization failed to converge. Check mle_retvals
1647,Retrying MixedLM optimization with lbfgs
1648,The MLE may be on the boundary of the parameter space.
1649,The MLE may be on the boundary of the parameter space.
1650,The MLE may be on the boundary of the parameter space.
1651,The MLE may be on the boundary of the parameter space.
1652,Maximum Likelihood optimization failed to converge. Check mle_retvals
1653,Retrying MixedLM optimization with lbfgs
1654,The MLE may be on the boundary of the parameter space.
1655,Maximum Likelihood optimization failed to converge. Check mle_retvals
1656,Retrying MixedLM optimization with lbfgs
1657,The MLE may be on the boundary of the parameter space.
1658,Maximum Likelihood optimization failed to converge. Check mle_retvals
1659,Retrying MixedLM optimization with lbfgs
1660,The MLE may be on the boundary of the parameter space.
1661,Maximum Likelihood optimization failed to converge. Check mle_retvals
1662,Retrying MixedLM optimization with lbfgs
1663,The MLE may be on the boundary of the parameter space.
1664,Maximum Likelihood optimization failed to converge. Check mle_retvals
1665,Retrying MixedLM optimization with lbfgs
1666,The MLE may be on the boundary of the parameter space.
1667,The MLE may be on the boundary of the parameter space.
1668,Maximum Likelihood optimization failed to converge. Check mle_retvals
1669,Retrying MixedLM optimization with lbfgs
1670,The MLE may be on the boundary of the parameter space.
1671,The MLE may be on the boundary of the parameter space.
1672,The MLE may be on the boundary of the parameter space.
1673,Maximum Likelihood optimization failed to converge. Check mle_retvals
1674,Retrying MixedLM optimization with lbfgs
1675,The MLE may be on the boundary of the parameter space.
1676,The MLE may be on the boundary of the parameter space.
1677,The MLE may be on the boundary of the parameter space.
1678,The MLE may be on the boundary of the parameter space.
1679,Maximum Likelihood optimization failed to converge. Check mle_retvals
1680,Retrying MixedLM optimization with lbfgs
1681,The MLE may be on the boundary of the parameter space.
1682,The MLE may be on the boundary of the parameter space.
1683,Maximum Likelihood optimization failed to converge. Check mle_retvals
1684,Retrying MixedLM optimization with lbfgs
1685,The MLE may be on the boundary of the parameter space.
1686,Maximum Likelihood optimization failed to converge. Check mle_retvals
1687,Retrying MixedLM optimization with lbfgs
1688,The MLE may be on the boundary of the parameter space.
1689,Maximum Likelihood optimization failed to converge. Check mle_retvals
1690,Retrying MixedLM optimization with lbfgs
1691,The MLE may be on the boundary of the parameter space.
1692,Maximum Likelihood optimization failed to converge. Check mle_retvals
1693,Retrying MixedLM optimization with lbfgs
1694,The MLE may be on the boundary of the parameter space.
1695,The MLE may be on the boundary of the parameter space.
1696,The MLE may be on the boundary of the parameter space.
1697,Maximum Likelihood optimization failed to converge. Check mle_retvals
1698,Retrying MixedLM optimization with lbfgs
1699,The MLE may be on the boundary of the parameter space.
1700,Maximum Likelihood optimization failed to converge. Check mle_retvals
1701,Retrying MixedLM optimization with lbfgs
1702,The MLE may be on the boundary of the parameter space.
1703,The MLE may be on the boundary of the parameter space.
1704,Maximum Likelihood optimization failed to converge. Check mle_retvals
1705,Retrying MixedLM optimization with lbfgs
1706,The MLE may be on the boundary of the parameter space.
1707,Maximum Likelihood optimization failed to converge. Check mle_retvals
1708,Retrying MixedLM optimization with lbfgs
1709,The MLE may be on the boundary of the parameter space.
1710,The MLE may be on the boundary of the parameter space.
1711,Maximum Likelihood optimization failed to converge. Check mle_retvals
1712,Retrying MixedLM optimization with lbfgs
1713,The MLE may be on the boundary of the parameter space.
1714,Maximum Likelihood optimization failed to converge. Check mle_retvals
1715,Retrying MixedLM optimization with lbfgs
1716,The MLE may be on the boundary of the parameter space.
1717,Maximum Likelihood optimization failed to converge. Check mle_retvals
1718,Retrying MixedLM optimization with lbfgs
1719,The MLE may be on the boundary of the parameter space.
1720,The MLE may be on the boundary of the parameter space.
1721,Maximum Likelihood optimization failed to converge. Check mle_retvals
1722,Retrying MixedLM optimization with lbfgs
1723,The MLE may be on the boundary of the parameter space.
1724,Maximum Likelihood optimization failed to converge. Check mle_retvals
1725,Retrying MixedLM optimization with lbfgs
1726,The MLE may be on the boundary of the parameter space.
1727,Maximum Likelihood optimization failed to converge. Check mle_retvals
1728,Retrying MixedLM optimization with lbfgs
1729,The MLE may be on the boundary of the parameter space.
1730,The MLE may be on the boundary of the parameter space.
1731,The MLE may be on the boundary of the parameter space.
1732,Maximum Likelihood optimization failed to converge. Check mle_retvals
1733,Retrying MixedLM optimization with lbfgs
1734,The MLE may be on the boundary of the parameter space.
1735,Maximum Likelihood optimization failed to converge. Check mle_retvals
1736,Retrying MixedLM optimization with lbfgs
1737,The MLE may be on the boundary of the parameter space.
1738,Maximum Likelihood optimization failed to converge. Check mle_retvals
1739,Retrying MixedLM optimization with lbfgs
1740,The MLE may be on the boundary of the parameter space.
1741,Maximum Likelihood optimization failed to converge. Check mle_retvals
1742,Retrying MixedLM optimization with lbfgs
1743,The MLE may be on the boundary of the parameter space.
1744,Maximum Likelihood optimization failed to converge. Check mle_retvals
1745,Retrying MixedLM optimization with lbfgs
1746,The MLE may be on the boundary of the parameter space.
1747,Maximum Likelihood optimization failed to converge. Check mle_retvals
1748,Retrying MixedLM optimization with lbfgs
1749,The MLE may be on the boundary of the parameter space.
1750,Maximum Likelihood optimization failed to converge. Check mle_retvals
1751,Retrying MixedLM optimization with lbfgs
1752,The MLE may be on the boundary of the parameter space.
1753,Maximum Likelihood optimization failed to converge. Check mle_retvals
1754,Retrying MixedLM optimization with lbfgs
1755,The MLE may be on the boundary of the parameter space.
1756,Maximum Likelihood optimization failed to converge. Check mle_retvals
1757,Retrying MixedLM optimization with lbfgs
1758,The MLE may be on the boundary of the parameter space.
